Police Boundary,Date,Boundary_Class,Victimisations,victim_pct_change,Year,District_Police_Num,police_pct_change,hlc_index_amt_mean,hlc_index_amt_min,hlc_index_amt_max,shifted,hlc_change,hlc_pct_change,Unemployment rate (%),UR_pct_change
Wellington,1/01/2019,11,1707,-12.95257522,2019,846,4.702970297,1047.5,893,1248,1045.5,2,0.191296031,4.3,0
Wellington,1/02/2019,11,1708,0.058582308,2019,846,4.702970297,1047.5,893,1248,1047.5,0,0,4.3,0
Wellington,1/03/2019,11,1919,12.35362998,2019,846,4.702970297,1047.5,893,1248,1047.5,0,0,4.2,-2.325581395
Wellington,1/04/2019,11,1766,-7.972902553,2019,846,4.702970297,1052.166667,886,1253,1047.5,4.666666667,0.445505171,4.2,0
Wellington,1/05/2019,11,1521,-13.87315968,2019,846,4.702970297,1052.166667,886,1253,1052.166667,0,0,4.2,0
Wellington,1/06/2019,11,1409,-7.363576594,2019,846,4.702970297,1052.166667,886,1253,1052.166667,0,0,4,-4.761904762
Wellington,1/07/2019,11,1368,-2.909865153,2019,846,4.702970297,1053.5,876,1255,1052.166667,1.333333333,0.126722636,4,0
Wellington,1/08/2019,11,1477,7.967836257,2019,846,4.702970297,1053.5,876,1255,1053.5,0,0,4,0
Wellington,1/09/2019,11,1488,0.744752877,2019,846,4.702970297,1053.5,876,1255,1053.5,0,0,4.1,2.5
Wellington,1/10/2019,11,2394,60.88709677,2019,846,4.702970297,1055.5,864,1249,1053.5,2,0.189843379,4.1,0
Wellington,1/11/2019,11,2382,-0.501253133,2019,846,4.702970297,1055.5,864,1249,1055.5,0,0,4.1,0
Wellington,1/12/2019,11,2568,7.808564232,2019,846,4.702970297,1055.5,864,1249,1055.5,0,0,4.1,0
Wellington,1/01/2020,11,2553,-0.58411215,2020,897,6.028368794,1061.416667,862,1317,1055.5,5.916666667,0.560555819,4.1,0
Wellington,1/02/2020,11,2541,-0.470035253,2020,897,6.028368794,1061.416667,862,1317,1061.416667,0,0,4.1,0
Wellington,1/03/2020,11,2032,-20.03148367,2020,897,6.028368794,1061.416667,862,1317,1061.416667,0,0,4.2,2.43902439
Wellington,1/04/2020,11,1093,-46.21062992,2020,897,6.028368794,1054,866,1322,1061.416667,-7.416666667,-0.698751668,4.2,0
Wellington,1/05/2020,11,1323,21.04300091,2020,897,6.028368794,1054,866,1322,1054,0,0,4.2,0
Wellington,1/06/2020,11,1621,22.52456538,2020,897,6.028368794,1054,866,1322,1054,0,0,4.1,-2.380952381
Wellington,1/07/2020,11,1579,-2.590993214,2020,897,6.028368794,1055.416667,858,1324,1054,1.416666667,0.134408602,4.1,0
Wellington,1/08/2020,11,1793,13.55288157,2020,897,6.028368794,1055.416667,858,1324,1055.416667,0,0,4.1,0
Wellington,1/09/2020,11,2016,12.437256,2020,897,6.028368794,1055.416667,858,1324,1055.416667,0,0,5.2,26.82926829
Wellington,1/10/2020,11,2103,4.31547619,2020,897,6.028368794,1058.5,854,1329,1055.416667,3.083333333,0.292143703,5.2,0
Wellington,1/11/2020,11,2256,7.27532097,2020,897,6.028368794,1058.5,854,1329,1058.5,0,0,5.2,0
Wellington,1/12/2020,11,2268,0.531914894,2020,897,6.028368794,1058.5,854,1329,1058.5,0,0,4.9,-5.769230769
Wellington,1/01/2021,11,2328,2.645502646,2021,865,-3.567447046,1065.083333,845,1350,1058.5,6.583333333,0.621949299,4.9,0
Wellington,1/02/2021,11,2311,-0.73024055,2021,865,-3.567447046,1065.083333,845,1350,1065.083333,0,0,4.9,0
Wellington,1/03/2021,11,2597,12.37559498,2021,865,-3.567447046,1065.083333,845,1350,1065.083333,0,0,4.6,-6.12244898
Wellington,1/04/2021,11,2369,-8.779360801,2021,865,-3.567447046,1074.666667,829,1352,1065.083333,9.583333333,0.899773101,4.6,0
Wellington,1/05/2021,11,2594,9.497678345,2021,865,-3.567447046,1074.666667,829,1352,1074.666667,0,0,4.6,0
Wellington,1/06/2021,11,2350,-9.406322282,2021,865,-3.567447046,1074.666667,829,1352,1074.666667,0,0,4,-13.04347826
Wellington,1/07/2021,11,2224,-5.361702128,2021,865,-3.567447046,1087.5,823,1357,1074.666667,12.83333333,1.194168734,4,0
Wellington,1/08/2021,11,2018,-9.262589928,2021,865,-3.567447046,1087.5,823,1357,1087.5,0,0,4,0
Wellington,1/09/2021,11,2030,0.594648167,2021,865,-3.567447046,1087.5,823,1357,1087.5,0,0,3.3,-17.5
Wellington,1/10/2021,11,1947,-4.088669951,2021,865,-3.567447046,1103,842,1352,1087.5,15.5,1.425287356,3.3,0
Wellington,1/11/2021,11,2081,6.882383154,2021,865,-3.567447046,1103,842,1352,1103,0,0,3.3,0
Wellington,1/12/2021,11,2310,11.00432484,2021,865,-3.567447046,1103,842,1352,1103,0,0,3.2,-3.03030303
Wellington,1/01/2022,11,2385,3.246753247,2022,864,-0.115606936,1127.25,843,1389,1103,24.25,2.198549411,3.2,0
Wellington,1/02/2022,11,2044,-14.29769392,2022,864,-0.115606936,1127.25,843,1389,1127.25,0,0,3.2,0
Wellington,1/03/2022,11,2268,10.95890411,2022,864,-0.115606936,1127.25,843,1389,1127.25,0,0,3.2,0
Wellington,1/04/2022,11,2312,1.940035273,2022,864,-0.115606936,1148.75,839,1402,1127.25,21.5,1.907296518,3.2,0
Wellington,1/05/2022,11,2564,10.89965398,2022,864,-0.115606936,1148.75,839,1402,1148.75,0,0,3.2,0
Wellington,1/06/2022,11,2240,-12.63650546,2022,864,-0.115606936,1148.75,839,1402,1148.75,0,0,3.3,3.125
Wellington,1/07/2022,11,2303,2.8125,2022,864,-0.115606936,1175.583333,851,1421,1148.75,26.83333333,2.335872325,3.3,0
Wellington,1/08/2022,11,2527,9.726443769,2022,864,-0.115606936,1175.583333,851,1421,1175.583333,0,0,3.3,0
Wellington,1/09/2022,11,2860,13.17768104,2022,864,-0.115606936,1175.583333,851,1421,1175.583333,0,0,3.3,0
Wellington,1/10/2022,11,2871,0.384615385,2022,864,-0.115606936,1196.916667,852,1482,1175.583333,21.33333333,1.814701921,3.3,0
Wellington,1/11/2022,11,3097,7.871821665,2022,864,-0.115606936,1196.916667,852,1482,1196.916667,0,0,3.3,0
Wellington,1/12/2022,11,3153,1.808201485,2022,864,-0.115606936,1196.916667,852,1482,1196.916667,0,0,3.4,3.03030303
Wellington,1/01/2023,11,2932,-7.00919759,2023,864,-0.115606936,1219.916667,855,1584,1196.916667,23,1.921604122,3.4,0
Wellington,1/02/2023,11,2371,-19.13369714,2023,864,-0.115606936,1219.916667,855,1584,1196.916667,23,1.921604122,3.4,0
